eFG_pct,Team_eFG_pct,2019_eFG_pct,Last_3_eFG_pct,Last_1_eFG_pct,Home_eFG_pct,Away_eFG_pct,2018_eFG_pct,2019_Turnover_rate,Last_3_Turnover_rate,Last_1_Turnover_rate,Home_Turnover_rate,Away_Turnover_rate,2018_Turnover_rate,2019_Offensive_Rebound_Rate,Last_3_Offensive_Rebound_Rate,Last_1_Offensive_Rebound_Rate,Home_Offensive_Rebound_Rate,Away_Offensive_Rebound_Rate,2018_Offensive_Rebound_Rate,2019_Free_Throw_Pct,Last_3_Free_Throw_Pct,Last_1_Free_Throw_Pct,Home_Free_Throw_Pct,Away_Free_Throw_Pct,2018_Free_Throw_Pct,,,
87,Miami (FL), 0.52 , 0.56 , 0.69 , 0.50 , 0.54 , 0.51 , 0.14 , 0.19 , 0.16 , 0.12 , 0.16 , 0.17 , 0.22 , 0.16 , 0.15 , 0.25 , 0.19 , 0.24 , 0.66 , 0.50 , 0.54 , 0.62 , 0.68 , 0.74 ,,,
135,Miami (OH), 0.51 , 0.45 , 0.58 , 0.49 , 0.52 , 0.49 , 0.17 , 0.16 , 0.10 , 0.18 , 0.17 , 0.18 , 0.24 , 0.25 , 0.14 , 0.27 , 0.22 , 0.28 , 0.75 , 0.77 , 0.93 , 0.76 , 0.75 , 0.71 ,,,
5,Michigan, 0.58 , 0.52 , 0.64 , 0.61 , 0.55 , 0.52 , 0.18 , 0.14 , 0.12 , 0.16 , 0.20 , 0.14 , 0.25 , 0.26 , 0.44 , 0.29 , 0.19 , 0.22 , 0.72 , 0.76 , 0.85 , 0.76 , 0.65 , 0.70 ,,,
77,Michigan St, 0.52 , 0.53 , 0.48 , 0.55 , 0.51 , 0.55 , 0.16 , 0.15 , 0.18 , 0.13 , 0.18 , 0.18 , 0.34 , 0.27 , 0.27 , 0.39 , 0.30 , 0.33 , 0.74 , 0.76 , 0.65 , 0.74 , 0.74 , 0.75 ,,,
261,Middle Tenn, 0.46 , 0.39 , 0.37 , 0.39 , 0.48 , 0.47 , 0.21 , 0.19 , 0.21 , 0.16 , 0.22 , 0.22 , 0.23 , 0.24 , 0.26 , 0.22 , 0.23 , 0.30 , 0.68 , 0.69 , 0.50 , 0.71 , 0.67 , 0.67 ,,,
98,Minnesota, 0.52 , 0.53 , 0.62 , 0.57 , 0.43 , 0.48 , 0.18 , 0.16 , 0.12 , 0.19 , 0.17 , 0.17 , 0.26 , 0.27 , 0.09 , 0.26 , 0.25 , 0.29 , 0.63 , 0.67 , 0.74 , 0.67 , 0.56 , 0.68 ,,,
23,Miss State, 0.56 , 0.55 , 0.58 , 0.54 , 0.59 , 0.55 , 0.24 , 0.17 , 0.21 , 0.25 , 0.22 , 0.19 , 0.39 , 0.31 , 0.38 , 0.42 , 0.33 , 0.33 , 0.67 , 0.67 , 0.50 , 0.62 , 0.76 , 0.72 ,,,
347,Miss Val St, 0.40 , 0.40 , 0.48 , -- , 0.40 , 0.42 , 0.20 , 0.20 , 0.24 , -- , 0.20 , 0.18 , 0.19 , 0.22 , 0.10 , -- , 0.19 , 0.25 , 0.56 , 0.41 , 0.43 , -- , 0.56 , 0.66 ,,,
176,Mississippi, 0.49 , 0.45 , 0.66 , 0.54 , 0.41 , 0.53 , 0.20 , 0.19 , 0.10 , 0.19 , 0.22 , 0.18 , 0.26 , 0.19 , 0.17 , 0.26 , 0.26 , 0.28 , 0.70 , 0.60 , 0.67 , 0.69 , 0.72 , 0.78 ,,,
218,Missouri, 0.48 , 0.46 , 0.46 , 0.49 , 0.46 , 0.51 , 0.21 , 0.22 , 0.19 , 0.20 , 0.22 , 0.21 , 0.28 , 0.28 , 0.24 , 0.35 , 0.19 , 0.30 , 0.74 , 0.71 , 0.64 , 0.78 , 0.69 , 0.70 ,,,
186,Missouri St, 0.49 , 0.52 , 0.57 , 0.50 , 0.48 , 0.51 , 0.22 , 0.21 , 0.21 , 0.21 , 0.22 , 0.18 , 0.35 , 0.29 , 0.31 , 0.33 , 0.38 , 0.24 , 0.72 , 0.68 , 0.69 , 0.73 , 0.70 , 0.69 ,,,
250,Monmouth, 0.47 , 0.53 , 0.55 , 0.56 , 0.44 , 0.46 , 0.20 , 0.16 , 0.17 , 0.15 , 0.21 , 0.20 , 0.21 , 0.15 , 0.14 , 0.19 , 0.21 , 0.27 , 0.73 , 0.66 , 0.73 , 0.69 , 0.75 , 0.69 ,,,
230,Montana, 0.47 , 0.50 , 0.51 , 0.52 , 0.44 , 0.56 , 0.20 , 0.14 , 0.14 , 0.17 , 0.23 , 0.17 , 0.20 , 0.17 , 0.23 , 0.20 , 0.19 , 0.24 , 0.68 , 0.68 , 0.78 , 0.72 , 0.63 , 0.70 ,,,
108,Montana St, 0.51 , 0.53 , 0.56 , 0.53 , 0.51 , 0.53 , 0.22 , 0.20 , 0.17 , 0.18 , 0.24 , 0.17 , 0.18 , 0.18 , 0.24 , 0.20 , 0.17 , 0.24 , 0.71 , 0.74 , 0.77 , 0.82 , 0.66 , 0.74 ,,,
239,Morehead St, 0.47 , 0.40 , 0.40 , 0.48 , 0.47 , 0.48 , 0.18 , 0.19 , 0.23 , 0.21 , 0.17 , 0.17 , 0.25 , 0.21 , 0.18 , 0.33 , 0.21 , 0.25 , 0.59 , 0.61 , 0.71 , 0.56 , 0.61 , 0.71 ,,,
310,Morgan St, 0.44 , 0.49 , 0.59 , 0.49 , 0.42 , 0.44 , 0.22 , 0.24 , 0.23 , 0.21 , 0.22 , 0.17 , 0.29 , 0.23 , 0.22 , 0.27 , 0.30 , 0.29 , 0.70 , 0.74 , 0.76 , 0.70 , 0.70 , 0.70 ,,,
319,Mt St Marys, 0.43 , 0.42 , 0.35 , 0.37 , 0.45 , 0.48 , 0.19 , 0.19 , 0.21 , 0.18 , 0.19 , 0.19 , 0.27 , 0.30 , 0.34 , 0.32 , 0.25 , 0.23 , 0.67 , 0.71 , 0.63 , 0.74 , 0.65 , 0.68 ,,,
147,Murray St, 0.50 , 0.46 , 0.62 , 0.54 , 0.48 , 0.55 , 0.21 , 0.20 , 0.22 , 0.22 , 0.20 , 0.17 , 0.27 , 0.31 , 0.33 , 0.33 , 0.24 , 0.31 , 0.70 , 0.69 , 0.73 , 0.73 , 0.67 , 0.74 ,,,
296,N Arizona, 0.45 , 0.45 , 0.47 , 0.49 , 0.37 , 0.50 , 0.19 , 0.19 , 0.21 , 0.15 , 0.27 , 0.17 , 0.26 , 0.26 , 0.26 , 0.27 , 0.22 , 0.23 , 0.66 , 0.66 , 0.79 , 0.65 , 0.71 , 0.71 ,,,
293,N Carolina, 0.45 , 0.41 , 0.33 , 0.46 , 0.45 , 0.53 , 0.18 , 0.16 , 0.15 , 0.19 , 0.17 , 0.17 , 0.36 , 0.32 , 0.24 , 0.34 , 0.37 , 0.34 , 0.65 , 0.70 , 0.62 , 0.65 , 0.64 , 0.74 ,,,
163,N Colorado, 0.49 , 0.50 , 0.43 , 0.64 , 0.47 , 0.53 , 0.19 , 0.17 , 0.12 , 0.15 , 0.20 , 0.18 , 0.25 , 0.24 , 0.23 , 0.30 , 0.24 , 0.26 , 0.65 , 0.61 , 0.50 , 0.87 , 0.61 , 0.70 ,,,
248,N Dakota St, 0.47 , 0.50 , 0.54 , 0.50 , 0.46 , 0.54 , 0.15 , 0.16 , 0.19 , 0.16 , 0.15 , 0.16 , 0.22 , 0.23 , 0.31 , 0.22 , 0.21 , 0.19 , 0.74 , 0.79 , 0.87 , 0.78 , 0.71 , 0.77 ,,,
107,N Florida, 0.52 , 0.57 , 0.57 , 0.57 , 0.49 , 0.52 , 0.21 , 0.21 , 0.22 , 0.23 , 0.20 , 0.21 , 0.27 , 0.29 , 0.21 , 0.26 , 0.27 , 0.27 , 0.80 , 0.90 , 0.91 , 0.74 , 0.83 , 0.69 ,,,
167,N Hampshire, 0.49 , 0.49 , 0.41 , 0.53 , 0.48 , 0.44 , 0.19 , 0.23 , 0.17 , 0.19 , 0.20 , 0.18 , 0.29 , 0.34 , 0.33 , 0.35 , 0.27 , 0.20 , 0.59 , 0.59 , 0.75 , 0.62 , 0.58 , 0.61 ,,,
259,N Illinois, 0.46 , 0.48 , 0.40 , 0.48 , 0.45 , 0.53 , 0.20 , 0.18 , 0.20 , 0.19 , 0.21 , 0.17 , 0.29 , 0.20 , 0.27 , 0.33 , 0.27 , 0.26 , 0.72 , 0.67 , 1.00 , 0.69 , 0.75 , 0.73 ,,,
71,N Iowa, 0.53 , 0.58 , 0.57 , 0.55 , 0.49 , 0.49 , 0.19 , 0.21 , 0.20 , 0.18 , 0.19 , 0.18 , 0.24 , 0.28 , 0.20 , 0.23 , 0.25 , 0.21 , 0.71 , 0.78 , 0.83 , 0.69 , 0.75 , 0.74 ,,,
128,N Kentucky, 0.51 , 0.51 , 0.56 , 0.54 , 0.49 , 0.55 , 0.20 , 0.20 , 0.19 , 0.21 , 0.19 , 0.18 , 0.23 , 0.20 , 0.28 , 0.28 , 0.20 , 0.28 , 0.65 , 0.69 , 0.59 , 0.63 , 0.66 , 0.67 ,,,
237,N Mex State, 0.47 , 0.43 , 0.39 , 0.49 , 0.46 , 0.54 , 0.22 , 0.21 , 0.25 , 0.20 , 0.23 , 0.18 , 0.34 , 0.35 , 0.32 , 0.38 , 0.32 , 0.37 , 0.66 , 0.64 , 0.50 , 0.72 , 0.60 , 0.68 ,,,
311,Navy, 0.44 , 0.42 , 0.39 , 0.47 , 0.41 , 0.47 , 0.21 , 0.17 , 0.19 , 0.22 , 0.20 , 0.20 , 0.34 , 0.30 , 0.27 , 0.33 , 0.36 , 0.30 , 0.67 , 0.58 , 0.61 , 0.70 , 0.64 , 0.72 ,,,
340,NC A&T, 0.42 , 0.35 , 0.31 , 0.41 , 0.42 , 0.51 , 0.24 , 0.20 , 0.24 , 0.23 , 0.24 , 0.19 , 0.27 , 0.26 , 0.35 , 0.23 , 0.28 , 0.25 , 0.60 , 0.67 , 0.90 , 0.49 , 0.64 , 0.67 ,,,
294,NC Central, 0.45 , 0.46 , 0.51 , 0.60 , 0.43 , 0.50 , 0.25 , 0.22 , 0.25 , 0.36 , 0.24 , 0.22 , 0.25 , 0.26 , 0.24 , 0.31 , 0.24 , 0.32 , 0.69 , 0.58 , 0.29 , 0.78 , 0.67 , 0.71 ,,,
54,NC State, 0.53 , 0.56 , 0.62 , 0.53 , 0.56 , 0.52 , 0.15 , 0.14 , 0.22 , 0.15 , 0.16 , 0.17 , 0.30 , 0.23 , 0.34 , 0.30 , 0.27 , 0.34 , 0.74 , 0.76 , 0.69 , 0.73 , 0.78 , 0.71 ,,,
38,NC-Asheville, 0.54 , 0.55 , 0.55 , -- , 0.54 , 0.46 , 0.20 , 0.19 , 0.19 , -- , 0.20 , 0.23 , 0.27 , 0.23 , 0.18 , -- , 0.27 , 0.26 , 0.69 , 0.68 , 0.57 , -- , 0.69 , 0.75 ,,,
229,NC-Grnsboro, 0.47 , 0.49 , 0.49 , 0.48 , 0.46 , 0.51 , 0.16 , 0.20 , 0.11 , 0.17 , 0.16 , 0.17 , 0.30 , 0.34 , 0.27 , 0.31 , 0.28 , 0.30 , 0.57 , 0.66 , 0.14 , 0.59 , 0.52 , 0.70 ,,,
313,NC-Wilmgton, 0.44 , 0.46 , 0.46 , 0.47 , 0.42 , 0.51 , 0.21 , 0.20 , 0.21 , 0.20 , 0.22 , 0.18 , 0.19 , 0.15 , 0.16 , 0.21 , 0.18 , 0.31 , 0.71 , 0.72 , 0.69 , 0.76 , 0.68 , 0.73 ,,,
100,Neb Omaha, 0.52 , 0.52 , 0.52 , 0.56 , 0.50 , 0.54 , 0.18 , 0.20 , 0.24 , 0.20 , 0.18 , 0.13 , 0.24 , 0.25 , 0.34 , 0.30 , 0.22 , 0.22 , 0.72 , 0.76 , 0.76 , 0.70 , 0.73 , 0.72 ,,,
153,Nebraska, 0.50 , 0.48 , 0.49 , 0.49 , 0.50 , 0.49 , 0.16 , 0.17 , 0.14 , 0.14 , 0.18 , 0.14 , 0.18 , 0.17 , 0.13 , 0.20 , 0.17 , 0.26 , 0.56 , 0.57 , 0.54 , 0.56 , 0.57 , 0.69 ,,,
31,Nevada, 0.55 , 0.60 , 0.69 , 0.52 , 0.58 , 0.54 , 0.16 , 0.14 , 0.16 , 0.15 , 0.18 , 0.14 , 0.24 , 0.32 , 0.20 , 0.21 , 0.27 , 0.26 , 0.71 , 0.69 , 0.84 , 0.68 , 0.74 , 0.71 ,,,
78,New Mexico, 0.52 , 0.52 , 0.53 , 0.56 , 0.49 , 0.50 , 0.20 , 0.16 , 0.25 , 0.16 , 0.25 , 0.19 , 0.31 , 0.30 , 0.36 , 0.31 , 0.30 , 0.27 , 0.72 , 0.71 , 0.80 , 0.73 , 0.72 , 0.70 ,,,
335,New Orleans, 0.42 , 0.42 , 0.40 , -- , 0.42 , 0.48 , 0.18 , 0.18 , 0.20 , -- , 0.18 , 0.21 , 0.22 , 0.22 , 0.20 , -- , 0.22 , 0.30 , 0.77 , 0.82 , 0.67 , -- , 0.77 , 0.70 ,,,
269,Niagara, 0.46 , 0.43 , 0.47 , 0.41 , 0.47 , 0.49 , 0.20 , 0.15 , 0.13 , 0.13 , 0.21 , 0.17 , 0.18 , 0.18 , 0.18 , 0.19 , 0.18 , 0.25 , 0.69 , 0.65 , 0.65 , 0.50 , 0.71 , 0.74 ,,,
266,Nicholls St, 0.46 , 0.45 , 0.59 , -- , 0.46 , 0.50 , 0.21 , 0.19 , 0.17 , -- , 0.21 , 0.17 , 0.26 , 0.27 , 0.21 , -- , 0.26 , 0.23 , 0.77 , 0.74 , 0.77 , -- , 0.77 , 0.77 ,,,
274,NJIT, 0.46 , 0.42 , 0.43 , 0.55 , 0.43 , 0.51 , 0.17 , 0.20 , 0.23 , 0.08 , 0.19 , 0.17 , 0.25 , 0.28 , 0.31 , 0.27 , 0.24 , 0.20 , 0.70 , 0.71 , 0.67 , 0.67 , 0.72 , 0.72 ,,,
314,Norfolk St, 0.44 , 0.42 , 0.32 , 0.42 , 0.44 , 0.50 , 0.24 , 0.21 , 0.18 , 0.22 , 0.24 , 0.20 , 0.29 , 0.28 , 0.24 , 0.31 , 0.28 , 0.25 , 0.71 , 0.78 , 0.86 , 0.80 , 0.69 , 0.72 ,,,
271,North Alabama, 0.46 , 0.47 , 0.48 , 0.46 , 0.46 , 0.45 , 0.22 , 0.21 , 0.28 , 0.18 , 0.24 , 0.19 , 0.25 , 0.27 , 0.20 , 0.29 , 0.23 , 0.25 , 0.67 , 0.68 , 0.77 , 0.62 , 0.70 , 0.68 ,,,
210,North Dakota, 0.48 , 0.49 , 0.50 , -- , 0.48 , 0.51 , 0.23 , 0.23 , 0.24 , -- , 0.23 , 0.18 , 0.26 , 0.29 , 0.27 , -- , 0.26 , 0.19 , 0.78 , 0.82 , 0.75 , -- , 0.78 , 0.69 ,,,
129,North Texas, 0.51 , 0.60 , 0.66 , 0.59 , 0.44 , 0.49 , 0.22 , 0.20 , 0.22 , 0.22 , 0.23 , 0.20 , 0.30 , 0.37 , 0.29 , 0.28 , 0.31 , 0.28 , 0.73 , 0.79 , 0.83 , 0.75 , 0.72 , 0.67 ,,,
3,Northeastrn, 0.59 , 0.61 , 0.50 , 0.59 , 0.60 , 0.57 , 0.21 , 0.19 , 0.13 , 0.18 , 0.23 , 0.16 , 0.21 , 0.21 , 0.11 , 0.21 , 0.21 , 0.21 , 0.82 , 0.88 , 0.86 , 0.83 , 0.81 , 0.75 ,,,
192,Northwestern, 0.49 , 0.57 , 0.66 , 0.42 , 0.57 , 0.47 , 0.19 , 0.18 , 0.21 , 0.19 , 0.18 , 0.16 , 0.27 , 0.25 , 0.33 , 0.28 , 0.25 , 0.23 , 0.80 , 0.80 , 0.90 , 0.80 , 0.80 , 0.74 ,,,
253,Notre Dame, 0.47 , 0.47 , 0.47 , 0.49 , 0.39 , 0.46 , 0.14 , 0.15 , 0.21 , 0.15 , 0.11 , 0.14 , 0.26 , 0.27 , 0.29 , 0.29 , 0.16 , 0.27 , 0.70 , 0.70 , 0.78 , 0.72 , 0.59 , 0.74 ,,,
326,NW State, 0.43 , 0.41 , 0.38 , 0.50 , 0.41 , 0.45 , 0.19 , 0.20 , 0.21 , 0.18 , 0.19 , 0.22 , 0.24 , 0.22 , 0.18 , 0.10 , 0.27 , 0.28 , 0.65 , 0.57 , 0.55 , 0.83 , 0.57 , 0.68 ,,,
246,Oakland, 0.47 , 0.54 , 0.52 , 0.45 , 0.47 , 0.54 , 0.21 , 0.20 , 0.23 , 0.22 , 0.21 , 0.18 , 0.25 , 0.26 , 0.23 , 0.35 , 0.24 , 0.24 , 0.67 , 0.65 , 0.68 , 0.63 , 0.68 , 0.74 ,,,
68,Ohio, 0.53 , 0.54 , 0.62 , 0.62 , 0.51 , 0.49 , 0.21 , 0.18 , 0.17 , 0.17 , 0.22 , 0.20 , 0.22 , 0.24 , 0.32 , 0.32 , 0.20 , 0.27 , 0.69 , 0.77 , 0.85 , 0.85 , 0.64 , 0.63 ,,,
6,Ohio State, 0.58 , 0.60 , 0.70 , 0.59 , 0.53 , 0.50 , 0.17 , 0.16 , 0.12 , 0.16 , 0.22 , 0.18 , 0.34 , 0.39 , 0.35 , 0.33 , 0.36 , 0.26 , 0.73 , 0.81 , 0.81 , 0.72 , 0.76 , 0.73 ,,,
139,Oklahoma, 0.50 , 0.51 , 0.58 , 0.51 , 0.50 , 0.50 , 0.14 , 0.16 , 0.12 , 0.14 , 0.14 , 0.17 , 0.21 , 0.16 , 0.19 , 0.22 , 0.21 , 0.23 , 0.77 , 0.68 , 0.76 , 0.81 , 0.73 , 0.70 ,,,
155,Oklahoma St, 0.50 , 0.53 , 0.50 , 0.46 , 0.56 , 0.50 , 0.18 , 0.20 , 0.16 , 0.17 , 0.20 , 0.18 , 0.27 , 0.24 , 0.20 , 0.27 , 0.26 , 0.24 , 0.75 , 0.83 , 0.75 , 0.69 , 0.87 , 0.69 ,,,
317,Old Dominion, 0.43 , 0.41 , 0.43 , 0.45 , 0.43 , 0.47 , 0.19 , 0.22 , 0.25 , 0.15 , 0.21 , 0.17 , 0.28 , 0.22 , 0.23 , 0.35 , 0.24 , 0.31 , 0.63 , 0.73 , 0.75 , 0.62 , 0.64 , 0.66 ,,,
329,Oral Roberts, 0.43 , 0.42 , 0.42 , 0.49 , 0.41 , 0.52 , 0.17 , 0.16 , 0.19 , 0.18 , 0.17 , 0.20 , 0.28 , 0.28 , 0.32 , 0.34 , 0.27 , 0.28 , 0.73 , 0.74 , 0.59 , 0.69 , 0.74 , 0.70 ,,,
35,Oregon, 0.55 , 0.49 , 0.73 , 0.62 , 0.47 , 0.52 , 0.16 , 0.12 , 0.18 , 0.17 , 0.15 , 0.17 , 0.34 , 0.37 , 0.40 , 0.28 , 0.39 , 0.28 , 0.67 , 0.73 , 0.88 , 0.76 , 0.60 , 0.72 ,,,
25,Oregon St, 0.56 , 0.59 , 0.61 , 0.56 , 0.56 , 0.52 , 0.15 , 0.15 , 0.14 , 0.15 , 0.15 , 0.18 , 0.26 , 0.27 , 0.19 , 0.29 , 0.22 , 0.30 , 0.70 , 0.70 , 0.68 , 0.70 , 0.71 , 0.74 ,,,
104,Pacific, 0.52 , 0.53 , 0.52 , 0.50 , 0.54 , 0.48 , 0.18 , 0.14 , 0.22 , 0.18 , 0.19 , 0.19 , 0.34 , 0.33 , 0.38 , 0.32 , 0.38 , 0.25 , 0.64 , 0.58 , 0.86 , 0.62 , 0.68 , 0.74 ,,,
103,Penn State, 0.52 , 0.49 , 0.51 , 0.52 , 0.51 , 0.48 , 0.18 , 0.17 , 0.15 , 0.16 , 0.20 , 0.18 , 0.33 , 0.39 , 0.24 , 0.35 , 0.31 , 0.30 , 0.67 , 0.68 , 0.70 , 0.63 , 0.72 , 0.69 ,,,
114,Pepperdine, 0.51 , 0.48 , 0.47 , 0.48 , 0.52 , 0.52 , 0.18 , 0.19 , 0.18 , 0.19 , 0.18 , 0.18 , 0.28 , 0.33 , 0.41 , 0.29 , 0.28 , 0.23 , 0.86 , 0.82 , 0.94 , 0.87 , 0.85 , 0.76 ,,,
282,Pittsburgh, 0.46 , 0.47 , 0.41 , 0.45 , 0.47 , 0.48 , 0.20 , 0.18 , 0.20 , 0.19 , 0.20 , 0.19 , 0.31 , 0.25 , 0.27 , 0.32 , 0.30 , 0.29 , 0.69 , 0.63 , 0.50 , 0.66 , 0.76 , 0.70 ,,,
42,Portland, 0.54 , 0.48 , 0.54 , 0.52 , 0.56 , 0.47 , 0.19 , 0.18 , 0.16 , 0.18 , 0.20 , 0.20 , 0.17 , 0.18 , 0.13 , 0.19 , 0.15 , 0.18 , 0.67 , 0.66 , 0.57 , 0.70 , 0.63 , 0.66 ,,,
256,Portland St, 0.47 , 0.47 , 0.49 , 0.46 , 0.47 , 0.47 , 0.16 , 0.16 , 0.21 , 0.19 , 0.15 , 0.19 , 0.37 , 0.39 , 0.46 , 0.43 , 0.35 , 0.38 , 0.73 , 0.72 , 0.44 , 0.60 , 0.76 , 0.71 ,,,
304,Prairie View, 0.45 , 0.46 , 0.64 , -- , 0.45 , 0.49 , 0.22 , 0.17 , 0.24 , -- , 0.22 , 0.17 , 0.25 , 0.26 , 0.21 , -- , 0.25 , 0.27 , 0.65 , 0.69 , 0.59 , -- , 0.65 , 0.68 ,,,
286,Presbyterian, 0.45 , 0.46 , 0.46 , 0.45 , 0.46 , 0.53 , 0.21 , 0.19 , 0.22 , 0.18 , 0.21 , 0.14 , 0.25 , 0.28 , 0.29 , 0.20 , 0.26 , 0.23 , 0.64 , 0.72 , 0.77 , 0.56 , 0.65 , 0.75 ,,,
127,Princeton, 0.51 , 0.54 , 0.47 , 0.49 , 0.51 , 0.47 , 0.17 , 0.14 , 0.14 , 0.15 , 0.18 , 0.18 , 0.26 , 0.24 , 0.25 , 0.26 , 0.26 , 0.22 , 0.65 , 0.71 , 0.76 , 0.52 , 0.68 , 0.75 ,,,
191,Providence, 0.49 , 0.44 , 0.42 , 0.54 , 0.43 , 0.48 , 0.19 , 0.23 , 0.28 , 0.17 , 0.22 , 0.18 , 0.33 , 0.29 , 0.31 , 0.35 , 0.31 , 0.30 , 0.66 , 0.68 , 0.50 , 0.66 , 0.66 , 0.69 ,,,
133,Purdue, 0.51 , 0.47 , 0.58 , 0.56 , 0.40 , 0.54 , 0.18 , 0.24 , 0.12 , 0.14 , 0.24 , 0.16 , 0.35 , 0.34 , 0.30 , 0.37 , 0.32 , 0.33 , 0.66 , 0.69 , 0.67 , 0.69 , 0.61 , 0.72 ,,,
64,Quinnipiac, 0.53 , 0.57 , 0.64 , 0.58 , 0.47 , 0.53 , 0.18 , 0.19 , 0.23 , 0.18 , 0.19 , 0.19 , 0.24 , 0.22 , 0.04 , 0.22 , 0.27 , 0.28 , 0.75 , 0.71 , 0.77 , 0.80 , 0.61 , 0.72 ,,,
175,Radford, 0.49 , 0.52 , 0.57 , 0.59 , 0.45 , 0.53 , 0.16 , 0.14 , 0.23 , 0.14 , 0.17 , 0.16 , 0.27 , 0.26 , 0.21 , 0.28 , 0.27 , 0.28 , 0.64 , 0.58 , 0.35 , 0.56 , 0.67 , 0.71 ,,,
233,Rhode Island, 0.47 , 0.49 , 0.47 , 0.48 , 0.47 , 0.47 , 0.18 , 0.21 , 0.20 , 0.19 , 0.18 , 0.17 , 0.30 , 0.34 , 0.29 , 0.31 , 0.29 , 0.29 , 0.69 , 0.67 , 0.59 , 0.74 , 0.59 , 0.68 ,,,
140,Rice, 0.50 , 0.46 , 0.44 , 0.54 , 0.49 , 0.50 , 0.21 , 0.22 , 0.27 , 0.16 , 0.22 , 0.19 , 0.20 , 0.25 , 0.26 , 0.23 , 0.20 , 0.25 , 0.70 , 0.71 , 0.65 , 0.73 , 0.69 , 0.68 ,,,
11,Richmond, 0.57 , 0.51 , 0.59 , 0.60 , 0.51 , 0.54 , 0.16 , 0.16 , 0.12 , 0.16 , 0.15 , 0.15 , 0.24 , 0.24 , 0.36 , 0.23 , 0.25 , 0.17 , 0.79 , 0.78 , 0.72 , 0.82 , 0.73 , 0.66 ,,,
88,Rider, 0.52 , 0.57 , 0.59 , 0.59 , 0.51 , 0.51 , 0.20 , 0.15 , 0.16 , 0.16 , 0.21 , 0.18 , 0.29 , 0.24 , 0.24 , 0.24 , 0.29 , 0.29 , 0.63 , 0.65 , 0.77 , 0.77 , 0.60 , 0.62 ,,,
280,Rob Morris, 0.46 , 0.47 , 0.46 , 0.44 , 0.46 , 0.49 , 0.19 , 0.21 , 0.18 , 0.17 , 0.19 , 0.21 , 0.25 , 0.25 , 0.23 , 0.19 , 0.26 , 0.28 , 0.63 , 0.60 , 0.70 , 1.00 , 0.61 , 0.69 ,,,
86,Rutgers, 0.52 , 0.55 , 0.45 , 0.54 , 0.47 , 0.47 , 0.20 , 0.21 , 0.29 , 0.18 , 0.24 , 0.19 , 0.34 , 0.37 , 0.44 , 0.28 , 0.47 , 0.32 , 0.66 , 0.65 , 0.60 , 0.66 , 0.63 , 0.64 ,,,
56,S Alabama, 0.53 , 0.58 , 0.48 , 0.49 , 0.55 , 0.53 , 0.17 , 0.18 , 0.17 , 0.13 , 0.18 , 0.19 , 0.25 , 0.22 , 0.09 , 0.27 , 0.24 , 0.24 , 0.78 , 0.73 , 0.76 , 0.81 , 0.77 , 0.68 ,,,
333,S Car State, 0.42 , 0.44 , 0.49 , 0.49 , 0.40 , 0.47 , 0.20 , 0.18 , 0.12 , 0.12 , 0.21 , 0.20 , 0.21 , 0.31 , 0.28 , 0.28 , 0.19 , 0.30 , 0.80 , 0.81 , 0.75 , 0.75 , 0.82 , 0.74 ,,,
203,S Carolina, 0.48 , 0.56 , 0.57 , 0.48 , 0.49 , 0.48 , 0.18 , 0.17 , 0.20 , 0.17 , 0.20 , 0.19 , 0.33 , 0.28 , 0.30 , 0.36 , 0.26 , 0.28 , 0.60 , 0.58 , 0.62 , 0.62 , 0.54 , 0.67 ,,,
134,S Dakota St, 0.51 , 0.47 , 0.46 , 0.56 , 0.47 , 0.59 , 0.20 , 0.18 , 0.13 , 0.18 , 0.21 , 0.16 , 0.28 , 0.28 , 0.25 , 0.35 , 0.24 , 0.22 , 0.71 , 0.72 , 0.65 , 0.70 , 0.72 , 0.77 ,,,
202,S Florida, 0.48 , 0.49 , 0.57 , 0.49 , 0.48 , 0.49 , 0.24 , 0.22 , 0.26 , 0.25 , 0.22 , 0.22 , 0.33 , 0.36 , 0.29 , 0.34 , 0.32 , 0.34 , 0.57 , 0.60 , 0.47 , 0.56 , 0.63 , 0.64 ,,,
85,S Illinois, 0.52 , 0.55 , 0.58 , 0.59 , 0.49 , 0.53 , 0.20 , 0.21 , 0.27 , 0.24 , 0.18 , 0.21 , 0.18 , 0.24 , 0.23 , 0.23 , 0.15 , 0.27 , 0.71 , 0.72 , 0.70 , 0.81 , 0.68 , 0.69 ,,,
73,S Methodist, 0.53 , 0.51 , 0.42 , 0.53 , 0.49 , 0.51 , 0.19 , 0.19 , 0.18 , 0.18 , 0.22 , 0.16 , 0.37 , 0.38 , 0.41 , 0.37 , 0.35 , 0.31 , 0.79 , 0.81 , 0.80 , 0.77 , 0.92 , 0.72 ,,,
224,S Mississippi, 0.48 , 0.52 , 0.63 , 0.52 , 0.47 , 0.53 , 0.22 , 0.21 , 0.19 , 0.21 , 0.22 , 0.15 , 0.24 , 0.22 , 0.19 , 0.21 , 0.25 , 0.21 , 0.69 , 0.66 , 0.65 , 0.67 , 0.70 , 0.67 ,,,
